search_query,title,image_url,filename,save_path,download_status,has_people,has_plague_doctor,has_grim_reaper,confidence,tags,reason,error
black death,some people are walking on a hill in the fog,https://i.pinimg.com/236x/7e/4b/31/7e4b313e36e359e40f6be97fa0a5cc02.jpg,black_death_1775740918_some_people_are_walking_on_a_hill_in_the_fog.jpg,pinterest_data\raw\black_death_1775740918_some_people_are_walking_on_a_hill_in_the_fog.jpg,success,1,0,0,0.95,"['plague_doctor', 'robe', 'mask', 'beak_mask', 'medieval', 'historical']",图中有穿着长袍和戴有鸟嘴面具的人物，符合'鸟嘴医生'的特征。,
black death,"Instragram/ephellem #conceptart #blackandwhite #fantasy #aiart 素描, 纹身, 角色设计, 插畫",https://i.pinimg.com/236x/a1/3f/1b/a13f1baa83e64844e4ccbe02a0f1739b.jpg,black_death_1775740919_Instragram_ephellem__conceptart__blackandwhite__fantasy__aiart_素描__纹身__角色设计__插畫.jpg,pinterest_data\raw\black_death_1775740919_Instragram_ephellem__conceptart__blackandwhite__fantasy__aiart_素描__纹身__角色设计__插畫.jpg,success,1,0,1,0.95,"['plague_doctor', 'grim_reaper', 'skeleton', 'scythe', 'robe', 'mask', 'beak_mask', 'medieval', 'historical']",图中人物穿着黑色长袍，手持镰刀，符合死神的特征。,
black death,a black and white drawing of a person on a horse with a banner in the background,https://i.pinimg.com/236x/ca/60/53/ca605399936c1672b39da1d1001a8f6b.jpg,black_death_1775740920_a_black_and_white_drawing_of_a_person_on_a_horse_with_a_banner_in_the_background.jpg,pinterest_data\raw\black_death_1775740920_a_black_and_white_drawing_of_a_person_on_a_horse_with_a_banner_in_the_background.jpg,success,1,0,1,0.95,"['plague_doctor', 'grim_reaper', 'skeleton', 'scythe', 'robe', 'mask', 'beak_mask', 'medieval', 'historical']",图中有身穿黑袍、手持镰刀的人物，符合死神的特征。,
black death,a drawing of a woman in a black dress,https://i.pinimg.com/236x/e4/aa/b5/e4aab51cb2a5a3eae1d76d21162e89f8.jpg,black_death_1775740922_a_drawing_of_a_woman_in_a_black_dress.jpg,pinterest_data\raw\black_death_1775740922_a_drawing_of_a_woman_in_a_black_dress.jpg,success,1,0,1,0.95,"['plague_doctor', 'grim_reaper', 'skeleton', 'scythe', 'robe', 'mask', 'beak_mask', 'medieval', 'historical']",图像中的人物穿着黑色长袍，手持镰刀，符合死神的特征。,
black death,a skeleton sitting in front of a window holding his hands up to the side with one hand,https://i.pinimg.com/236x/46/52/17/4652177cd96418d80fc2e47d88e83680.jpg,black_death_1775740924_a_skeleton_sitting_in_front_of_a_window_holding_his_hands_up_to_the_side_with_one_hand.jpg,pinterest_data\raw\black_death_1775740924_a_skeleton_sitting_in_front_of_a_window_holding_his_hands_up_to_the_side_with_one_hand.jpg,success,1,0,1,0.95,"['skeleton', 'robe', 'mask', 'beak_mask', 'medieval', 'historical']",图像中显示了一个骷髅骨架，身穿黑袍，手持镰刀，符合死神的特征。,
black death,a black and white drawing of a skeleton holding a sceptacle in front of clouds,https://i.pinimg.com/236x/f7/ae/15/f7ae154ba183ff0b3002519b94c0aaef.jpg,black_death_1775740925_a_black_and_white_drawing_of_a_skeleton_holding_a_sceptacle_in_front_of_clouds.jpg,pinterest_data\raw\black_death_1775740925_a_black_and_white_drawing_of_a_skeleton_holding_a_sceptacle_in_front_of_clouds.jpg,success,1,0,1,0.95,"['plague_doctor', 'grim_reaper', 'skeleton', 'scythe', 'robe', 'mask', 'beak_mask', 'medieval', 'historical']",图像中有一个骷髅骨架，身穿黑袍，手持镰刀，符合死神的特征。,
black death,a black and white drawing of a woman standing in front of a full moon with skulls on the ground,https://i.pinimg.com/236x/94/99/04/9499048bc1aabb4da7e6b56bc6677ae7.jpg,black_death_1775740927_a_black_and_white_drawing_of_a_woman_standing_in_front_of_a_full_moon_with_skulls_on_the_ground.jpg,pinterest_data\raw\black_death_1775740927_a_black_and_white_drawing_of_a_woman_standing_in_front_of_a_full_moon_with_skulls_on_the_ground.jpg,success,1,0,1,0.95,"['plague_doctor', 'grim_reaper', 'skeleton', 'scythe', 'robe', 'mask', 'beak_mask', 'medieval', 'historical']",图中有一个人物，穿着黑色长袍，手持镰刀，符合死神的特征。,
black death,"an old drawing of a man with a bow and arrow in his hand, standing on the ground",https://i.pinimg.com/236x/d7/fc/09/d7fc09e436e0602d3a2bba89d14646b6.jpg,black_death_1775740928_an_old_drawing_of_a_man_with_a_bow_and_arrow_in_his_hand__standing_on_the_ground.jpg,pinterest_data\raw\black_death_1775740928_an_old_drawing_of_a_man_with_a_bow_and_arrow_in_his_hand__standing_on_the_ground.jpg,success,1,0,1,0.95,"['skeleton', 'scythe', 'robe', 'mask', 'beak_mask']",图中人物有骷髅骨架和鸟嘴形状的面具，符合死神的特征。,
black death,"a black and white drawing of a person in a hooded suit with long hair, holding two",https://i.pinimg.com/236x/c5/4f/55/c54f551af59341005ad0e9eac964665e.jpg,black_death_1775740929_a_black_and_white_drawing_of_a_person_in_a_hooded_suit_with_long_hair__holding_two.jpg,pinterest_data\raw\black_death_1775740929_a_black_and_white_drawing_of_a_person_in_a_hooded_suit_with_long_hair__holding_two.jpg,success,1,0,1,0.95,"['plague_doctor', 'grim_reaper', 'skeleton', 'scythe', 'robe', 'mask', 'beak_mask']",图中人物穿着黑色长袍，戴着鸟嘴形状的面具，符合死神的特征。,
black death,a black and white drawing of three skeletons in front of a pentagramus circle,https://i.pinimg.com/236x/52/74/64/527464612eb4e688bb61a3f4b2dc5b9e.jpg,black_death_1775740930_a_black_and_white_drawing_of_three_skeletons_in_front_of_a_pentagramus_circle.jpg,pinterest_data\raw\black_death_1775740930_a_black_and_white_drawing_of_three_skeletons_in_front_of_a_pentagramus_circle.jpg,success,1,0,1,0.95,"['plague_doctor', 'grim_reaper', 'skeleton', 'scythe', 'robe', 'mask', 'beak_mask', 'medieval', 'historical']",图中有骷髅骨架、身披黑袍和手持镰刀的死神形象。,
black death,an old book with a drawing of a demon holding a sign,https://i.pinimg.com/236x/48/97/1f/48971f96fc942c0b909e7fc54a8497e0.jpg,black_death_1775740931_an_old_book_with_a_drawing_of_a_demon_holding_a_sign.jpg,pinterest_data\raw\black_death_1775740931_an_old_book_with_a_drawing_of_a_demon_holding_a_sign.jpg,success,1,0,1,0.95,"['skeleton', 'scythe', 'robe', 'mask', 'beak_mask']",图片中有一个人物，穿着黑袍，手持镰刀，符合死神的特征。,
black death,a skeleton with flowers on it's chest is shown in front of a black background,https://i.pinimg.com/236x/8f/47/86/8f478693a3ab6bf688b1ca11cffe798c.jpg,black_death_1775740933_a_skeleton_with_flowers_on_it_s_chest_is_shown_in_front_of_a_black_background.jpg,pinterest_data\raw\black_death_1775740933_a_skeleton_with_flowers_on_it_s_chest_is_shown_in_front_of_a_black_background.jpg,success,0,0,1,0.95,"['skeleton', 'scythe', 'robe', 'mask', 'beak_mask']",图像中有一个骷髅骨架，符合死神的特征。,
black death,the skeleton is holding two swords in his hands and standing on it's hind legs,https://i.pinimg.com/236x/b0/ea/1a/b0ea1ab8d8bdcdefb25aa85e5c1aa6ca.jpg,black_death_1775740934_the_skeleton_is_holding_two_swords_in_his_hands_and_standing_on_it_s_hind_legs.jpg,pinterest_data\raw\black_death_1775740934_the_skeleton_is_holding_two_swords_in_his_hands_and_standing_on_it_s_hind_legs.jpg,success,1,0,1,0.95,"['skeleton', 'scythe', 'robe', 'mask', 'beak_mask', 'medieval', 'historical']",图中显示了一个骷髅骨架，身穿黑袍，手持镰刀，符合死神的特征。,
black death,a person with a skeleton face and chain around their head holding a stick in the dark,https://i.pinimg.com/236x/27/6f/7b/276f7bc343a22c58eaac604a437a10ff.jpg,black_death_1775740935_a_person_with_a_skeleton_face_and_chain_around_their_head_holding_a_stick_in_the_dark.jpg,pinterest_data\raw\black_death_1775740935_a_person_with_a_skeleton_face_and_chain_around_their_head_holding_a_stick_in_the_dark.jpg,success,1,0,1,0.95,"['plague_doctor', 'grim_reaper', 'skeleton', 'scythe', 'robe', 'mask', 'beak_mask', 'medieval', 'historical']",图像中的人物穿着黑色长袍，戴着鸟嘴形状的面具，手持镰刀，符合死神的特征。,
black death,an old cemetery with crosses in the fog,https://i.pinimg.com/236x/1e/30/86/1e30864f79e44bdcc7575642d22177d1.jpg,black_death_1775740936_an_old_cemetery_with_crosses_in_the_fog.jpg,pinterest_data\raw\black_death_1775740936_an_old_cemetery_with_crosses_in_the_fog.jpg,success,0,0,0,0.95,"['plague_doctor', 'grim_reaper', 'skeleton', 'scythe', 'robe', 'mask', 'beak_mask', 'medieval', 'historical', 'crowd', 'indoor', 'outdoor']",图中没有可见的人物，因此无法判断是否存在'死神'或'鸟嘴医生'的形象。,
black death,"black and white photograph of three women dressed in costumes, one holding an open book",https://i.pinimg.com/236x/b2/31/a5/b231a57250b15c59e99a78b06e807e71.jpg,black_death_1775740937_black_and_white_photograph_of_three_women_dressed_in_costumes__one_holding_an_open_book.jpg,pinterest_data\raw\black_death_1775740937_black_and_white_photograph_of_three_women_dressed_in_costumes__one_holding_an_open_book.jpg,success,1,1,0,0.95,"['plague_doctor', 'mask', 'beak_mask', 'medieval', 'historical']",图片中有穿着黑色长袍和鸟嘴面具的人物，符合'鸟嘴医生'的特征。,
black death,an old book with skeleton illustrations on it,https://i.pinimg.com/236x/87/aa/b3/87aab3b1229fe4e26e791c6c3712255b.jpg,black_death_1775740938_an_old_book_with_skeleton_illustrations_on_it.jpg,pinterest_data\raw\black_death_1775740938_an_old_book_with_skeleton_illustrations_on_it.jpg,success,1,0,1,0.95,"['plague_doctor', 'grim_reaper', 'skeleton', 'scythe', 'robe', 'mask', 'beak_mask', 'medieval', 'historical']",图中有骷髅骨架和身穿黑袍的人物，符合死神的特征。,
black death,a black and white drawing of skulls in the ground with mountains in the backgroud,https://i.pinimg.com/236x/17/fd/58/17fd586d988d068f2c276f743c8204af.jpg,black_death_1775740939_a_black_and_white_drawing_of_skulls_in_the_ground_with_mountains_in_the_backgroud.jpg,pinterest_data\raw\black_death_1775740939_a_black_and_white_drawing_of_skulls_in_the_ground_with_mountains_in_the_backgroud.jpg,success,0,0,1,0.95,"['skeleton', 'scythe', 'robe', 'mask', 'beak_mask', 'medieval', 'historical']",图中主要由骷髅和骨头组成，没有明显的人物形象，但有明显的死亡象征，因此可以判断为'死神',
black death,a black and white drawing of a skeleton holding two crossed swords,https://i.pinimg.com/236x/70/b9/55/70b95524d5aff8cc7d427c9fe0d52469.jpg,black_death_1775740941_a_black_and_white_drawing_of_a_skeleton_holding_two_crossed_swords.jpg,pinterest_data\raw\black_death_1775740941_a_black_and_white_drawing_of_a_skeleton_holding_two_crossed_swords.jpg,success,1,0,1,0.95,"['skeleton', 'scythe', 'robe', 'mask', 'beak_mask']",图中人物有骷髅骨架和鸟嘴形状的面具，符合死神的特征。,
black death,a man in a hooded robe holding a sceptacle and walking on a cobblestone road,https://i.pinimg.com/236x/d8/59/10/d859102236d09cf470a41e4b6974b79a.jpg,black_death_1775740942_a_man_in_a_hooded_robe_holding_a_sceptacle_and_walking_on_a_cobblestone_road.jpg,pinterest_data\raw\black_death_1775740942_a_man_in_a_hooded_robe_holding_a_sceptacle_and_walking_on_a_cobblestone_road.jpg,success,1,0,1,0.95,"['plague_doctor', 'grim_reaper', 'skeleton', 'scythe', 'robe', 'mask', 'beak_mask', 'medieval', 'historical', 'outdoor']",图中人物身穿黑色长袍，手持镰刀，符合死神的特征。,
black death,"a drawing of a man with two swords in his hands, standing on fire and surrounded by flames",https://i.pinimg.com/236x/f6/04/98/f60498afbe23bc8f0751eabdf1de6c1f.jpg,black_death_1775740944_a_drawing_of_a_man_with_two_swords_in_his_hands__standing_on_fire_and_surrounded_by_flames.jpg,pinterest_data\raw\black_death_1775740944_a_drawing_of_a_man_with_two_swords_in_his_hands__standing_on_fire_and_surrounded_by_flames.jpg,success,1,1,0,0.95,"['plague_doctor', 'grim_reaper', 'skeleton', 'scythe', 'robe', 'mask', 'beak_mask', 'medieval', 'historical']",图中人物穿着深色长袍，戴着鸟嘴形状的面具，手持镰刀，符合‘鸟嘴医生’和‘死神’的特征。,
black death,an old black and white photo of a man with a creepy mask on his head,https://i.pinimg.com/236x/33/8b/36/338b36c662924cca93bf1d3aa7bb0326.jpg,black_death_1775740945_an_old_black_and_white_photo_of_a_man_with_a_creepy_mask_on_his_head.jpg,pinterest_data\raw\black_death_1775740945_an_old_black_and_white_photo_of_a_man_with_a_creepy_mask_on_his_head.jpg,success,1,0,0,0.95,"['plague_doctor', 'mask', 'beak_mask']",图片中的人物穿着黑色长袍，戴着一个突出的喙状面具，符合'鸟嘴医生'的特征。,
black death,"Ai generative art instant digital downloads, midjourney, wall decor, commercial, marketing, art, col",https://i.pinimg.com/236x/06/ca/e9/06cae90e3f5f66cce625912b383f25e6.jpg,black_death_1775740946_Ai_generative_art_instant_digital_downloads__midjourney__wall_decor__commercial__marketing__art__col.jpg,pinterest_data\raw\black_death_1775740946_Ai_generative_art_instant_digital_downloads__midjourney__wall_decor__commercial__marketing__art__col.jpg,success,1,0,1,0.95,"['plague_doctor', 'grim_reaper', 'skeleton', 'scythe', 'robe', 'mask', 'beak_mask']",图中人物身穿黑袍，手持镰刀，符合死神的特征。,
black death,a drawing of a skeleton wearing a veil and holding a skull in it's hands,https://i.pinimg.com/236x/16/c3/50/16c350f647a5c9e69cbfdefb561103e3.jpg,black_death_1775740950_a_drawing_of_a_skeleton_wearing_a_veil_and_holding_a_skull_in_it_s_hands.jpg,pinterest_data\raw\black_death_1775740950_a_drawing_of_a_skeleton_wearing_a_veil_and_holding_a_skull_in_it_s_hands.jpg,success,1,0,1,0.95,"['plague_doctor', 'grim_reaper', 'skeleton', 'scythe', 'robe', 'mask', 'beak_mask', 'medieval', 'historical']",图像中的人物穿着黑色长袍，戴着鸟嘴形状的面具，符合死神的特征。,
black death,a skeleton wearing a hood playing chess,https://i.pinimg.com/236x/67/65/8f/67658f5511a6d0a06b76ca0ab7334e15.jpg,black_death_1775740951_a_skeleton_wearing_a_hood_playing_chess.jpg,pinterest_data\raw\black_death_1775740951_a_skeleton_wearing_a_hood_playing_chess.jpg,success,1,0,1,0.95,"['plague_doctor', 'grim_reaper', 'skeleton', 'scythe', 'robe', 'mask', 'beak_mask', 'medieval', 'historical', 'indoor']",图中有身穿黑袍、手持镰刀的人物，符合死神的特征。,
black death,a black and white drawing of a skull with horns,https://i.pinimg.com/236x/a7/11/0f/a7110fa554abbce92a29c8c387eed2c8.jpg,black_death_1775740952_a_black_and_white_drawing_of_a_skull_with_horns.jpg,pinterest_data\raw\black_death_1775740952_a_black_and_white_drawing_of_a_skull_with_horns.jpg,success,1,0,1,0.95,"['skeleton', 'scythe', 'robe', 'mask', 'beak_mask']",图像中有一个骷髅头和鸟嘴形状的面具，符合死神的特征。,
black death,a black bird sitting on top of a cross,https://i.pinimg.com/236x/eb/1f/11/eb1f11874d72a3dc740ca8c63cd42ec8.jpg,black_death_1775740954_a_black_bird_sitting_on_top_of_a_cross.jpg,pinterest_data\raw\black_death_1775740954_a_black_bird_sitting_on_top_of_a_cross.jpg,success,0,0,0,0.95,['crowd'],图像中没有可见的人物，只有一个乌鸦站在墓碑上。,
black death,two creepy men with their mouths open and one wearing a priest's cross on his chest,https://i.pinimg.com/236x/a0/39/d5/a039d5f202cb726b396bf821c0fad8e8.jpg,black_death_1775740955_two_creepy_men_with_their_mouths_open_and_one_wearing_a_priest_s_cross_on_his_chest.jpg,pinterest_data\raw\black_death_1775740955_two_creepy_men_with_their_mouths_open_and_one_wearing_a_priest_s_cross_on_his_chest.jpg,success,1,1,0,0.95,"['plague_doctor', 'mask', 'beak_mask']",该人物穿着黑色长袍，戴着鸟嘴形状的面具，符合'鸟嘴医生'的特征。,
black death,"奇幻生物, 幻想生物, 服装设计, 人物设计, 角色设计, 插畫, 衣服",https://i.pinimg.com/236x/9c/0c/fe/9c0cfebd14396b7b345d7de999832902.jpg,black_death_1775740956_奇幻生物__幻想生物__服装设计__人物设计__角色设计__插畫__衣服.jpg,pinterest_data\raw\black_death_1775740956_奇幻生物__幻想生物__服装设计__人物设计__角色设计__插畫__衣服.jpg,success,1,0,1,0.95,"['plague_doctor', 'grim_reaper', 'skeleton', 'scythe', 'robe', 'mask', 'beak_mask', 'medieval', 'historical']",该角色穿着黑色长袍，戴着鸟嘴形状的面具，手持镰刀，符合死神的特征。,
black death,a black and white drawing of a grim skeleton holding a sculler in his hand,https://i.pinimg.com/236x/cf/28/91/cf289113070e659cb7cfd20d90efc304.jpg,black_death_1775740957_a_black_and_white_drawing_of_a_grim_skeleton_holding_a_sculler_in_his_hand.jpg,pinterest_data\raw\black_death_1775740957_a_black_and_white_drawing_of_a_grim_skeleton_holding_a_sculler_in_his_hand.jpg,success,1,0,1,0.95,"['plague_doctor', 'grim_reaper', 'skeleton', 'scythe', 'robe', 'mask', 'beak_mask']",图中人物穿着黑色长袍，手持镰刀，符合死神的特征。,
black death,a painting of a woman with long black veil,https://i.pinimg.com/236x/67/22/5b/67225b0bf07c0afbaad3137162b1a42a.jpg,black_death_1775740959_a_painting_of_a_woman_with_long_black_veil.jpg,pinterest_data\raw\black_death_1775740959_a_painting_of_a_woman_with_long_black_veil.jpg,success,1,0,0,0.95,"['plague_doctor', 'mask', 'beak_mask', 'medieval', 'historical', 'indoor']",图像中有一个身穿黑色长袍的人物，头部被遮住，似乎戴着鸟嘴形状的面具，符合‘鸟嘴医生’的特征。,
black death,"a black and white drawing of an arrow with the words,'i think you are going",https://i.pinimg.com/236x/4a/d4/16/4ad416777f5469d7ce0dbfa96f744d6f.jpg,black_death_1775740961_a_black_and_white_drawing_of_an_arrow_with_the_words__i_think_you_are_going.jpg,pinterest_data\raw\black_death_1775740961_a_black_and_white_drawing_of_an_arrow_with_the_words__i_think_you_are_going.jpg,success,0,0,1,0.95,['grim_reaper'],图像中有一个手持镰刀的骷髅骨架，符合死神的特征。,
black death,an old fashion photo of a woman standing next to a clock,https://i.pinimg.com/236x/e1/ec/ca/e1eccabc6c176146d6dbe1710c41c700.jpg,black_death_1775740962_an_old_fashion_photo_of_a_woman_standing_next_to_a_clock.jpg,pinterest_data\raw\black_death_1775740962_an_old_fashion_photo_of_a_woman_standing_next_to_a_clock.jpg,success,1,0,0,0.95,"['plague_doctor', 'mask', 'beak_mask']",图片中的人物穿着黑色长袍，戴着鸟嘴形状的面具，符合'鸟嘴医生'的特征。,
black death,a bunch of skulls that are on the ground in front of some mountains and hills,https://i.pinimg.com/236x/4f/6a/c9/4f6ac9fdccccc5020ea311d971f6f409.jpg,black_death_1775740964_a_bunch_of_skulls_that_are_on_the_ground_in_front_of_some_mountains_and_hills.jpg,pinterest_data\raw\black_death_1775740964_a_bunch_of_skulls_that_are_on_the_ground_in_front_of_some_mountains_and_hills.jpg,success,0,0,1,0.95,"['skeleton', 'scythe', 'robe', 'mask', 'beak_mask', 'medieval', 'historical']",图中主要由骷髅和墓地构成，没有明显的人物形象，但有明显的死亡象征，因此可以判断为'死神',
black death,"a black and white drawing of a skeleton with branches on its head, holding a knife",https://i.pinimg.com/236x/e9/5f/13/e95f137fc23caf87c6c47ba7b1782764.jpg,black_death_1775740965_a_black_and_white_drawing_of_a_skeleton_with_branches_on_its_head__holding_a_knife.jpg,pinterest_data\raw\black_death_1775740965_a_black_and_white_drawing_of_a_skeleton_with_branches_on_its_head__holding_a_knife.jpg,success,1,0,1,0.95,"['skeleton', 'robe', 'mask', 'beak_mask']",图像中的人物有骷髅骨架和身穿黑袍的特点，符合死神的特征。,
black death,a black and white drawing of a skull wearing a crown with its hands in front of it,https://i.pinimg.com/236x/8f/ca/af/8fcaafd92b409bfdd1473bce0530120f.jpg,black_death_1775740966_a_black_and_white_drawing_of_a_skull_wearing_a_crown_with_its_hands_in_front_of_it.jpg,pinterest_data\raw\black_death_1775740966_a_black_and_white_drawing_of_a_skull_wearing_a_crown_with_its_hands_in_front_of_it.jpg,success,1,0,1,0.95,"['plague_doctor', 'grim_reaper', 'skeleton', 'scythe', 'robe', 'mask', 'beak_mask', 'medieval', 'historical']",图像中的人物有骷髅头和镰刀，符合死神的特征。,
black death,𝐌𝐀𝐓𝐓𝐁𝐋𝐀𝐂𝐊_𝐓𝐀𝐓𝐓𝐎𝐎 | Available one off designs for tattoo (32-38) Dm or email to book . #tattoo #tatto,https://i.pinimg.com/236x/4b/cb/cc/4bcbccf163dca40c1600482cd9adf35a.jpg,black_death_1775740967_𝐌𝐀𝐓𝐓𝐁𝐋𝐀𝐂𝐊_𝐓𝐀𝐓𝐓𝐎𝐎___Available_one_off_designs_for_tattoo__32-38__Dm_or_email_to_book_.__tattoo__tatto.jpg,pinterest_data\raw\black_death_1775740967_𝐌𝐀𝐓𝐓𝐁𝐋𝐀𝐂𝐊_𝐓𝐀𝐓𝐓𝐎𝐎___Available_one_off_designs_for_tattoo__32-38__Dm_or_email_to_book_.__tattoo__tatto.jpg,success,1,0,0,0.95,"['plague_doctor', 'mask', 'beak_mask', 'medieval', 'historical']",图像中的人物穿着深色长袍，手持拐杖，符合‘鸟嘴医生’的特征。,
black death,"three women in white robes with their hands on their hipss, all facing the same direction",https://i.pinimg.com/236x/07/1e/98/071e982c494b0b69e1f719538ec22ed3.jpg,black_death_1775740969_three_women_in_white_robes_with_their_hands_on_their_hipss__all_facing_the_same_direction.jpg,pinterest_data\raw\black_death_1775740969_three_women_in_white_robes_with_their_hands_on_their_hipss__all_facing_the_same_direction.jpg,success,1,0,0,0.95,"['plague_doctor', 'mask', 'beak_mask']",图像中有三个身穿长袍的人物，其中两个有鸟嘴形状的面具，符合'鸟嘴医生'的特征。,
