source_page,page_num,title,image_url,detail_url,filename,save_path,download_status,has_people,has_plague_doctor,confidence,tags,reason,error
https://bridgemaneducation.com/en/search?filter_text=Black+Death,1,Rat leaving a ship,https://images-cdn.bridgemanimages.com/api/1.0/image/600wm.LAL.2420430.7055475/337063.jpg?old-wm,,bd_1_Rat_leaving_a_ship.jpg,blackdeath_data\raw\bd_1_Rat_leaving_a_ship.jpg,success,0,0,0.95,"['plague_doctor', 'beak_mask', 'medieval', 'costume', 'historical', 'physician', 'black_death', 'mask', 'robe', 'staff']",图像中没有可见的人物。,
https://bridgemaneducation.com/en/search?filter_text=Black+Death,1,Allegory of the Black Death (litho),https://images-cdn.bridgemanimages.com/api/1.0/image/600wm.XJF.2780730.7055475/367693.jpg?old-wm,,bd_1_Allegory_of_the_Black_Death__litho.jpg,blackdeath_data\raw\bd_1_Allegory_of_the_Black_Death__litho.jpg,success,1,0,0.95,"['plague_doctor', 'beak_mask', 'medieval', 'costume', 'historical', 'physician', 'black_death', 'mask', 'robe', 'staff', 'crowd', 'indoor', 'outdoor']",图中有多个穿着古代服装的人物，其中一人戴着鸟嘴形状的面具。,
https://bridgemaneducation.com/en/search?filter_text=Black+Death,1,In the Days of Our Forefathers: The Black Death,https://images-cdn.bridgemanimages.com/api/1.0/image/600wm.LAL.0903230.7055475/319911.jpg?old-wm,,bd_1_In_the_Days_of_Our_Forefathers__The_Black_Death.jpg,blackdeath_data\raw\bd_1_In_the_Days_of_Our_Forefathers__The_Black_Death.jpg,success,1,0,0.95,"['plague_doctor', 'beak_mask', 'medieval', 'costume', 'historical', 'physician', 'black_death', 'mask', 'robe', 'staff', 'crowd', 'indoor', 'outdoor']",图中有多个穿着传统服装的人物，符合中世纪医学人员的形象。,
https://bridgemaneducation.com/en/search?filter_text=Black+Death,1,The Wonderful Story of Britain: The Terrible Plague,https://images-cdn.bridgemanimages.com/api/1.0/image/600wm.LAL.1218030.7055475/304942.jpg?old-wm,,bd_1_The_Wonderful_Story_of_Britain__The_Terrible_Plague.jpg,blackdeath_data\raw\bd_1_The_Wonderful_Story_of_Britain__The_Terrible_Plague.jpg,success,1,0,0.95,"['plague_doctor', 'beak_mask', 'medieval', 'costume', 'historical', 'physician', 'black_death', 'mask', 'robe', 'staff', 'crowd', 'indoor', 'outdoor']",图中有多个穿着中世纪服装的人物，其中一人戴着鸟嘴形状的面具。,
https://bridgemaneducation.com/en/search?filter_text=Black+Death,1,The Black Death,https://images-cdn.bridgemanimages.com/api/1.0/image/600wm.OVR.41473260.7055475/6234235.jpg?old-wm,,bd_1_The_Black_Death.jpg,blackdeath_data\raw\bd_1_The_Black_Death.jpg,success,1,0,0.95,"['plague_doctor', 'beak_mask', 'medieval', 'costume', 'historical', 'physician', 'black_death', 'mask', 'robe', 'staff']",图像中有一个穿着黑色长袍和戴着鸟嘴面具的人物，符合'鸟嘴医生'的特征。,
https://bridgemaneducation.com/en/search?filter_text=Black+Death,1,The Black Death,https://images-cdn.bridgemanimages.com/api/1.0/image/600wm.OVR.62097360.7055475/6375847.jpg?old-wm,,bd_1_The_Black_Death.jpg,blackdeath_data\raw\bd_1_The_Black_Death.jpg,success,1,0,0.95,"['plague_doctor', 'beak_mask', 'medieval', 'costume', 'historical', 'physician', 'black_death', 'mask', 'robe', 'staff']",图像中有一个穿着黑色长袍和戴着鸟嘴面具的人物，符合'鸟嘴医生'的特征。,
https://bridgemaneducation.com/en/search?filter_text=Black+Death,1,The Black Death (colour litho),https://images-cdn.bridgemanimages.com/api/1.0/image/600wm.LAL.71691820.7055475/2816438.jpg?old-wm,,bd_1_The_Black_Death__colour_litho.jpg,blackdeath_data\raw\bd_1_The_Black_Death__colour_litho.jpg,success,1,0,0.95,"['plague_doctor', 'beak_mask', 'medieval', 'costume', 'historical', 'physician', 'black_death', 'mask', 'robe', 'staff', 'crowd', 'indoor', 'outdoor']",图中有多个穿着长袍和戴着面具的人物，符合'鸟嘴医生'的特征。,
https://bridgemaneducation.com/en/search?filter_text=Black+Death,1,Death of Huascar - 1851,https://images-cdn.bridgemanimages.com/api/1.0/image/600wm.IBE.97469350.7055475/5393300.jpg?old-wm,,bd_1_Death_of_Huascar_-_1851.jpg,blackdeath_data\raw\bd_1_Death_of_Huascar_-_1851.jpg,success,1,0,0.95,"['plague_doctor', 'beak_mask', 'medieval', 'costume', 'historical', 'physician', 'black_death', 'mask', 'robe', 'staff', 'crowd', 'indoor', 'outdoor']",图中有多个穿着古代服饰的人物，其中一人戴着鸟嘴形状的面具。,
https://bridgemaneducation.com/en/search?filter_text=Black+Death,1,"Ms 722/1196 fol.189r Two Death Scenes, from Le Miroir Historial, by Vincent de Beauvais (vellum)",https://images-cdn.bridgemanimages.com/api/1.0/image/600wm.CND.2762910.7055475/189493.jpg?old-wm,,bd_1_Ms_722_1196_fol.189r_Two_Death_Scenes__from_Le_Miroir_Historial__by_Vincent_de_Beauvais__vellum.jpg,blackdeath_data\raw\bd_1_Ms_722_1196_fol.189r_Two_Death_Scenes__from_Le_Miroir_Historial__by_Vincent_de_Beauvais__vellum.jpg,success,1,0,0.95,"['plague_doctor', 'beak_mask', 'medieval', 'costume', 'historical', 'physician', 'black_death', 'mask', 'robe', 'staff']",图片中有多个场景，包括一个穿着长袍和戴着鸟嘴面具的人物。,
https://bridgemaneducation.com/en/search?filter_text=Black+Death,1,"Knight, Death and the Devil, 1513 (engraving)",https://images-cdn.bridgemanimages.com/api/1.0/image/600wm.XIR.6022610.7055475/159027.jpg?old-wm,,bd_1_Knight__Death_and_the_Devil__1513__engraving.jpg,blackdeath_data\raw\bd_1_Knight__Death_and_the_Devil__1513__engraving.jpg,success,1,0,0.95,"['plague_doctor', 'beak_mask', 'medieval', 'costume', 'historical', 'physician', 'black_death', 'mask', 'robe', 'staff']",图中人物穿着中世纪风格的服装，戴着鸟嘴形状的面具，符合'鸟嘴医生'的特征。,
https://bridgemaneducation.com/en/search?filter_text=Black+Death,1,"Eli Cohen (1924-1965) hanged in the square Marjeh in DAmas , on may 18th, 1965",https://images-cdn.bridgemanimages.com/api/1.0/image/600wm.PVD.23578610.7055475/1684353.jpg?old-wm,,bd_1_Eli_Cohen__1924-1965__hanged_in_the_square_Marjeh_in_DAmas___on_may_18th__1965.jpg,blackdeath_data\raw\bd_1_Eli_Cohen__1924-1965__hanged_in_the_square_Marjeh_in_DAmas___on_may_18th__1965.jpg,success,1,0,0.95,"['plague_doctor', 'beak_mask', 'medieval', 'costume', 'historical', 'physician', 'black_death', 'mask', 'robe', 'staff']",图片中有一个穿着白色长袍和戴着鸟嘴面具的人，符合'鸟嘴医生'的特征。,
https://bridgemaneducation.com/en/search?filter_text=Black+Death,1,"Death and the Pedlar, from 'The Dance of Death', engraved by Hans Luutzelburger, c.1538 (woodcut) (b/w photo)",https://images-cdn.bridgemanimages.com/api/1.0/image/600wm.XJF.1246410.7055475/143242.jpg?old-wm,,bd_1_Death_and_the_Pedlar__from__The_Dance_of_Death___engraved_by_Hans_Luutzelburger__c.1538__woodcut___b.jpg,blackdeath_data\raw\bd_1_Death_and_the_Pedlar__from__The_Dance_of_Death___engraved_by_Hans_Luutzelburger__c.1538__woodcut___b.jpg,success,1,0,0.95,"['plague_doctor', 'beak_mask', 'medieval', 'costume', 'historical', 'physician', 'black_death', 'mask', 'robe', 'staff']",图中有一个穿着长袍和戴着鸟嘴面具的人物，符合'鸟嘴医生'的特征。,
https://bridgemaneducation.com/en/search?filter_text=Black+Death,1,"Ms 65/1284 f.71v Procession of Gregory the Great to end the plague in Rome, from the 'Tres Riches Heures du Duc de Berry' (left hand side) (vellum)",https://images-cdn.bridgemanimages.com/api/1.0/image/600wm.CND.600730.7055475/33827.jpg?old-wm,,bd_1_Ms_65_1284_f.71v_Procession_of_Gregory_the_Great_to_end_the_plague_in_Rome__from_the__Tres_Riches_He.jpg,blackdeath_data\raw\bd_1_Ms_65_1284_f.71v_Procession_of_Gregory_the_Great_to_end_the_plague_in_Rome__from_the__Tres_Riches_He.jpg,success,1,0,0.95,"['plague_doctor', 'beak_mask', 'medieval', 'costume', 'historical', 'physician', 'black_death', 'mask', 'robe', 'staff', 'crowd']",图中有穿着红色长袍的人物，符合'鸟嘴医生'的特征。,
https://bridgemaneducation.com/en/search?filter_text=Black+Death,1,Plague bell (b/w photo),https://images-cdn.bridgemanimages.com/api/1.0/image/600wm.MOL.8069220.7055475/226429.jpg?old-wm,,bd_1_Plague_bell__b_w_photo.jpg,blackdeath_data\raw\bd_1_Plague_bell__b_w_photo.jpg,success,0,0,0.95,"['plague_doctor', 'beak_mask', 'medieval', 'costume', 'historical', 'physician', 'black_death', 'mask', 'robe', 'staff']",图像中没有可见的人物。,
https://bridgemaneducation.com/en/search?filter_text=Black+Death,1,"The Death of the Firstborn, 19th century (engraving on paper)",https://images-cdn.bridgemanimages.com/api/1.0/image/600wm.BAL.4495210.7055475/122765.jpg?old-wm,,bd_1_The_Death_of_the_Firstborn__19th_century__engraving_on_paper.jpg,blackdeath_data\raw\bd_1_The_Death_of_the_Firstborn__19th_century__engraving_on_paper.jpg,success,1,0,0.95,"['plague_doctor', 'beak_mask', 'medieval', 'costume', 'historical', 'physician', 'black_death', 'mask', 'robe', 'staff']",图像中有多个穿着古代服装的人物，其中一人戴着鸟嘴形状的面具。,
https://bridgemaneducation.com/en/search?filter_text=Black+Death,1,The Death of the Black Prince (engraving),https://images-cdn.bridgemanimages.com/api/1.0/image/600wm.LLM.43248720.7055475/2781055.jpg?old-wm,,bd_1_The_Death_of_the_Black_Prince__engraving.jpg,blackdeath_data\raw\bd_1_The_Death_of_the_Black_Prince__engraving.jpg,success,1,0,0.95,"['medieval', 'costume', 'historical', 'physician']",图像中有两个穿着盔甲和披风的人物，符合中世纪骑士的形象。,
https://bridgemaneducation.com/en/search?filter_text=Black+Death,1,The plague at the mountain,https://images-cdn.bridgemanimages.com/api/1.0/image/600wm.OVR.29976260.7055475/6264813.jpg?old-wm,,bd_1_The_plague_at_the_mountain.jpg,blackdeath_data\raw\bd_1_The_plague_at_the_mountain.jpg,success,1,1,0.95,"['plague_doctor', 'beak_mask', 'medieval', 'costume', 'historical', 'physician', 'black_death', 'mask', 'robe', 'staff']",图像中有一个穿着黑色长袍、手持拐杖的人物，符合'鸟嘴医生'的特征。,
https://bridgemaneducation.com/en/search?filter_text=Black+Death,1,"Death of Judas Iscariot, Gospel of Matthew",https://images-cdn.bridgemanimages.com/api/1.0/image/600wm.XLA.60676730.7055475/3764427.jpg?old-wm,,bd_1_Death_of_Judas_Iscariot__Gospel_of_Matthew.jpg,blackdeath_data\raw\bd_1_Death_of_Judas_Iscariot__Gospel_of_Matthew.jpg,success,1,1,0.95,"['plague_doctor', 'beak_mask', 'medieval', 'costume', 'historical', 'physician', 'black_death', 'mask', 'robe', 'staff']",图像中有一个穿着长袍和戴着鸟嘴面具的人物，符合'鸟嘴医生'的特征。,
https://bridgemaneducation.com/en/search?filter_text=Black+Death,1,St. Roch (detail from altarpiece),https://images-cdn.bridgemanimages.com/api/1.0/image/600wm.BAL.236630.7055475/33453.jpg?old-wm,,bd_1_St._Roch__detail_from_altarpiece.jpg,blackdeath_data\raw\bd_1_St._Roch__detail_from_altarpiece.jpg,success,1,0,0.95,"['plague_doctor', 'beak_mask', 'medieval', 'costume', 'historical', 'physician', 'black_death', 'mask', 'robe', 'staff']",图像中有两个穿着深色长袍的人物，其中一人戴着鸟嘴形状的面具。这符合'鸟嘴医生'的特征。,
https://bridgemaneducation.com/en/search?filter_text=Black+Death,1,"The Knight, Death and the Devil, 1513 (engraving)",https://images-cdn.bridgemanimages.com/api/1.0/image/600wm.NUM.3027110.7055475/114024.jpg?old-wm,,bd_1_The_Knight__Death_and_the_Devil__1513__engraving.jpg,blackdeath_data\raw\bd_1_The_Knight__Death_and_the_Devil__1513__engraving.jpg,success,1,0,0.95,"['plague_doctor', 'beak_mask', 'medieval', 'costume', 'historical', 'physician', 'black_death', 'mask', 'robe', 'staff']",图中有穿着盔甲骑马的人物，符合'鸟嘴医生'的特征。,
https://bridgemaneducation.com/en/search?filter_text=Black+Death,1,"Knight, Death and the Devil, 1513 (copper plate engraving)",https://images-cdn.bridgemanimages.com/api/1.0/image/600wm.BAL.4512710.7055475/168975.jpg?old-wm,,bd_1_Knight__Death_and_the_Devil__1513__copper_plate_engraving.jpg,blackdeath_data\raw\bd_1_Knight__Death_and_the_Devil__1513__copper_plate_engraving.jpg,success,1,0,0.95,"['plague_doctor', 'beak_mask', 'medieval', 'costume', 'historical', 'physician', 'black_death', 'mask', 'robe', 'staff']",图中有穿着盔甲和长袍的人物，戴着鸟嘴形状的面具，符合'鸟嘴医生'的特征。,
https://bridgemaneducation.com/en/search?filter_text=Black+Death,1,Death of the firstborn of Egypt - Bible (engraving),https://images-cdn.bridgemanimages.com/api/1.0/image/600wm.XLF.55548730.7055475/3781376.jpg?old-wm,,bd_1_Death_of_the_firstborn_of_Egypt_-_Bible__engraving.jpg,blackdeath_data\raw\bd_1_Death_of_the_firstborn_of_Egypt_-_Bible__engraving.jpg,success,1,1,0.95,"['plague_doctor', 'beak_mask', 'medieval', 'costume', 'historical', 'physician', 'black_death', 'mask', 'robe', 'staff']",图中有穿着黑袍和戴鸟嘴面具的人物，符合'鸟嘴医生'的特征。,
https://bridgemaneducation.com/en/search?filter_text=Black+Death,1,"Over sea and river, 1904",https://images-cdn.bridgemanimages.com/api/1.0/image/600wm.OVR.55812360.7055475/6318676.jpg?old-wm,,bd_1_Over_sea_and_river__1904.jpg,blackdeath_data\raw\bd_1_Over_sea_and_river__1904.jpg,success,1,0,0.95,"['plague_doctor', 'beak_mask', 'medieval', 'costume', 'historical', 'physician', 'black_death', 'mask', 'robe', 'staff']",图像中有两个人物，一个穿着深色长袍和帽子，另一个拿着鱼竿。根据这些特征，他们可能代表了'鸟嘴医生'的形象。,
https://bridgemaneducation.com/en/search?filter_text=Black+Death,1,The Dance of Death (engraving),https://images-cdn.bridgemanimages.com/api/1.0/image/600wm.LLM.8968270.7055475/725519.jpg?old-wm,,bd_1_The_Dance_of_Death__engraving.jpg,blackdeath_data\raw\bd_1_The_Dance_of_Death__engraving.jpg,success,1,0,0.95,"['plague_doctor', 'beak_mask', 'medieval', 'costume', 'historical', 'physician', 'black_death', 'mask', 'robe', 'staff', 'crowd', 'indoor']",图中有多个穿着长袍和戴着面具的人物，符合'鸟嘴医生'的特征。,
https://bridgemaneducation.com/en/search?filter_text=Black+Death,1,Emily Davidson death,https://images-cdn.bridgemanimages.com/api/1.0/image/600wm.XLF.62859730.7055475/3792647.jpg?old-wm,,bd_1_Emily_Davidson_death.jpg,blackdeath_data\raw\bd_1_Emily_Davidson_death.jpg,success,1,0,0.95,"['plague_doctor', 'beak_mask', 'medieval', 'costume', 'historical', 'physician', 'black_death', 'mask', 'robe', 'staff', 'crowd', 'outdoor']",图片中有多个穿着正式服装的人，背景有观众，符合历史时期和医学主题。,
https://bridgemaneducation.com/en/search?filter_text=Black+Death,1,"Dance of death : the death and the empress, illumination, 15th century",https://images-cdn.bridgemanimages.com/api/1.0/image/600wm.TAD.84274710.7055475/1744069.jpg?old-wm,,bd_1_Dance_of_death___the_death_and_the_empress__illumination__15th_century.jpg,blackdeath_data\raw\bd_1_Dance_of_death___the_death_and_the_empress__illumination__15th_century.jpg,success,1,0,0.95,"['plague_doctor', 'beak_mask', 'medieval', 'costume', 'historical', 'physician', 'black_death', 'mask', 'robe', 'staff']",图像中有两个角色，一个戴着王冠和长袍的人物和一个骷髅。骷髅的手指指向人物，似乎在与人物互动。这幅画可能描绘的是医学史上的‘鸟嘴医生’概念，即医生佩戴有喙状面具以防止疾病传播。,
https://bridgemaneducation.com/en/search?filter_text=Black+Death&page=2,2,Voodoo Altar (mixed media),https://images-cdn.bridgemanimages.com/api/1.0/image/600wm.HSC.8892120.7055475/209809.jpg?old-wm,,bd_2_Voodoo_Altar__mixed_media.jpg,blackdeath_data\raw\bd_2_Voodoo_Altar__mixed_media.jpg,success,1,1,0.95,"['plague_doctor', 'beak_mask', 'medieval', 'costume', 'historical', 'physician', 'black_death', 'mask', 'robe', 'staff']",图中有穿着黑色长袍和戴着鸟嘴面具的人物，符合鸟嘴医生的特征。,
https://bridgemaneducation.com/en/search?filter_text=Black+Death&page=2,2,"Europe: A woodcut depicting the plague or the 'Black death', anon., c. 15th century",https://images-cdn.bridgemanimages.com/api/1.0/image/600wm.PFH.05497110.7055475/1176271.jpg?old-wm,,bd_2_Europe__A_woodcut_depicting_the_plague_or_the__Black_death___anon.__c._15th_century.jpg,blackdeath_data\raw\bd_2_Europe__A_woodcut_depicting_the_plague_or_the__Black_death___anon.__c._15th_century.jpg,success,1,0,0.95,"['plague_doctor', 'beak_mask', 'medieval', 'costume', 'historical', 'physician', 'black_death', 'mask', 'robe', 'staff']",图中有一个人物，穿着类似医生的服装，戴着鸟嘴形状的面具。,
https://bridgemaneducation.com/en/search?filter_text=Black+Death&page=2,2,"Representation of Death, skeleton clothed in black and wing, he holds a large fake. (The Death, winged skeleton dressed in black, holding a scythe) From “Mythologie de la jeunesse” by Pierre Blanchard 1803.",https://images-cdn.bridgemanimages.com/api/1.0/image/600wm.XEE.60502440.7055475/4417327.jpg?old-wm,,bd_2_Representation_of_Death__skeleton_clothed_in_black_and_wing__he_holds_a_large_fake.__The_Death__wing.jpg,blackdeath_data\raw\bd_2_Representation_of_Death__skeleton_clothed_in_black_and_wing__he_holds_a_large_fake.__The_Death__wing.jpg,success,1,1,0.95,"['plague_doctor', 'beak_mask', 'medieval', 'costume', 'historical', 'physician', 'black_death', 'mask', 'robe', 'staff']",图像中有一个穿着黑色长袍、戴着鸟嘴面具的人物，符合'鸟嘴医生'的特征。,
https://bridgemaneducation.com/en/search?filter_text=Black+Death&page=2,2,"The Dance of Death - Death Forbids, 1919 (drypoint etching)",https://images-cdn.bridgemanimages.com/api/1.0/image/600wm.IWM.52709070.7055475/7087546.jpg?old-wm,,bd_2_The_Dance_of_Death_-_Death_Forbids__1919__drypoint_etching.jpg,blackdeath_data\raw\bd_2_The_Dance_of_Death_-_Death_Forbids__1919__drypoint_etching.jpg,success,1,1,0.95,"['plague_doctor', 'beak_mask', 'medieval', 'costume', 'historical', 'physician', 'black_death', 'mask', 'robe', 'staff']",图像中有穿着黑袍和戴鸟嘴面具的人物，符合'鸟嘴医生'的特征。,
https://bridgemaneducation.com/en/search?filter_text=Black+Death&page=2,2,"Death of Staline, 1953",https://images-cdn.bridgemanimages.com/api/1.0/image/600wm.CCI.53464170.7055475/7143256.jpg?old-wm,,bd_2_Death_of_Staline__1953.jpg,blackdeath_data\raw\bd_2_Death_of_Staline__1953.jpg,success,1,0,0.95,"['plague_doctor', 'beak_mask', 'medieval', 'costume', 'historical', 'physician', 'black_death', 'mask', 'robe', 'staff']",图片中有多个穿着正式服装的人物，背景有花束和树木。根据这些元素，可以推断出这可能是一幅历史人物的画像或纪念照片。,
https://bridgemaneducation.com/en/search?filter_text=Black+Death&page=2,2,Dalida after Luigi Tenco's death,https://images-cdn.bridgemanimages.com/api/1.0/image/600wm.MEP.35005320.7055475/2346874.jpg?old-wm,,bd_2_Dalida_after_Luigi_Tenco_s_death.jpg,blackdeath_data\raw\bd_2_Dalida_after_Luigi_Tenco_s_death.jpg,success,1,0,0.95,"['plague_doctor', 'beak_mask', 'medieval', 'costume', 'historical', 'physician', 'black_death', 'mask', 'robe', 'staff', 'crowd', 'indoor', 'outdoor']",图片中有两个人穿着正式服装，其中一人戴着鸟嘴形状的面具。,
https://bridgemaneducation.com/en/search?filter_text=Black+Death&page=2,2,"Death, 1896-99 (oil on canvas)",https://images-cdn.bridgemanimages.com/api/1.0/image/600wm.LRI.03904640.7055475/4637751.jpg?old-wm,,bd_2_Death__1896-99__oil_on_canvas.jpg,blackdeath_data\raw\bd_2_Death__1896-99__oil_on_canvas.jpg,success,1,0,0.95,"['plague_doctor', 'beak_mask', 'medieval', 'costume', 'historical', 'physician', 'black_death', 'mask', 'robe', 'staff']",图中有几个人物，穿着黑色长袍和戴着鸟嘴形状的面具。,
https://bridgemaneducation.com/en/search?filter_text=Black+Death&page=2,2,"Illustration for The Divine Comedy - Hell (La Divina Commedia, L'Inferno) by Dante, 19th century (engraving)",https://images-cdn.bridgemanimages.com/api/1.0/image/600wm.XLA.07747730.7055475/3771591.jpg?old-wm,,bd_2_Illustration_for_The_Divine_Comedy_-_Hell__La_Divina_Commedia__L_Inferno__by_Dante__19th_century__en.jpg,blackdeath_data\raw\bd_2_Illustration_for_The_Divine_Comedy_-_Hell__La_Divina_Commedia__L_Inferno__by_Dante__19th_century__en.jpg,success,1,0,0.95,"['plague_doctor', 'beak_mask', 'medieval', 'costume', 'historical', 'physician', 'black_death', 'mask', 'robe', 'staff', 'crowd', 'indoor', 'outdoor']",图中有多个裸体人物，穿着黑色长袍和戴有鸟嘴形状面具的人。,
